title,content
2차 계통에 의한 열제거 감소사건 (Part 2),"가를 야기한다.     원자로의 열발생과 증기발생기의 열전달 불일치 사건[2]  이 유형에 속하는 사건들의 사례는 아래와 같다.  예상운전과도 사건 - 소외 부하상실(II) - 터빈 정지(II) - 복수기 진공상실(II), - 주증기 격리밸브 닫힘(II) - 발전소 보조계통용 비-비상교류전원 상실(II) - 정상 급수유량 상실(II) 등 설계기준사고  - 주급수관 파단(IV) 사고  여기서 괄호속의 수치는 예상되는  '발생빈도별 사건분류를 표시하고 있다.   열제거 감소 사건의 발생요인 및 일반적 특성 소외 부하 상실 소외 부하 상실(Loss of External Load)이 발생하면 전기적 교란에 의하여 발전기 부하의 상실을 야기하게 된다. 이 사건이 발생하더라도 뒤에서 다루게 될 소외 교류전원 상실 사건의 경우와 달리 소외의 교류전원이 가용하므로 원자로냉각재펌프 등이 운전될 수 있으며, 소내의 비상디젤발전기의 작동이 요구되지 않는다.  발전기 부하가 상실될 경우 터빈 조절밸브의 즉각적인 급속 닫힘이 시작되며, 이로 인한 증기유량의 급속한 감소로 증기발생기 2차 측의 온도와 압력이 증가하면서 원자로냉각재 온도의 증가와 밀도의 감소 그리고 가압기 수위와 원자로냉각재계통의 압력 증가를 야기하고, 이 과정에서 원자로 설계 및 부하감발 용량에 따라 원자로정지가 발생할 수도 있다. 통합 제어계통을 갖춘 가압경수로에서는 터빈 조절밸브가 닫히더라도 원자로가 낮은 출력 수준에서 운전될 수 있다. 모든 경수로에서는 증기방출계통, 복수기 증기우회계통, 비상노심냉각계통, 보조급수계통 등의 작동에 의하여 현열(Sensible Heat) 및 붕괴열을 제거할 수 있다.  터빈 정지 터빈정지 사건은 터빈이나 원자로계통의 오동작으로 인해 터빈으로 흐르는 증기 유동이 갑작스럽게 정지됨으로써 터빈이 정지하는 사건이다.  이 사건은 터빈 정지밸브의 급속 닫힘에 기인하기 때문에 앞에서 다룬 터빈 조절밸브의 급속 닫힘이 발생하는 소외 부하상실 사건과 구분되며, 터빈 정지밸브 닫힘시간이 터빈 제어밸브보다 빠르기 때문에(대개 0.1초) 더 "
2차 계통에 의한 열제거 감소사건 (Part 3),"심각한 결과를 초래한다. 일반적으로 터빈 정지밸브에 있는 위치 스위치가 터빈 정지를 감지하여 원자로를 정지시키며, 과도상태의 나머지 부분은 외부 부하상실 사건과 유사하게 진행된다.  복수기 진공상실   복수기 진공상실(Loss of Condenser Vacuum) 사건은 터빈정지를 초래할 수 있는 오동작 사건이므로 앞에서 다룬 터빈정지 사건과 동일하게 터빈 정지밸브의 급속 닫힘에 기인한다. 그러나 복수기 진공상실 사건은 이 외에도 계통의 상호작용에 의하여 ‘저’ 흡입압력에 의한 급수펌프의 정지를 초래하기 때문에 차별화된다. 1차 및 2차 계통의 최대 압력을 야기하는 초기조건들이 다를 수 있으므로, 최대 압력의 계산에서는 각각 별개의 초기조건을 가정하여 해석하여야 한다.  주증기 격리밸브 닫힘 주증기 격리밸브 닫힘사건은 증기관 또는 원자로계통의 오동작이나 운전원 조치에 의하여 발생한다. 주증기 격리밸브의 닫힘은 터빈으로의 증기 유동을 제한하기 때문에 앞에서 다룬 소외 부하상실과 유사한 사건 전개를 보이나, 주증기 격리밸브 닫힘시간이 터빈 제어밸브의 닫힘시간에 비하여 늦기 때문에 덜 심각한 결과를 보인다.   소외 교류전원 상실 소외 교류전원 상실 사건은 발전소 보조설비에 공급되는 모든 전원의 상실을 초래하는 사건으로서 소외 전력망 또는 소내 교류전원 분배계통의 완전상실로 인하여 발생할 수 있다.  이 사건은 소외 교류전원의 상실로 원자로냉각재펌프 등이 운전될 수 없으며 소내의 비상디젤발전기 작동이 요구되기 때문에 앞에서 다룬 소외 교류전원이 가용한 소외부하 상실사고와는 차별화된다. 소외 교류전원이 상실되면 수초 내에 터빈은 자동 정지되고 비상디젤발전기가 자동 기동하여 필수 부하에 전력을 공급한다.  원자로의 설계에 따라 차이는 있지만 원자로는 터빈정지에 의해 자동 정지되고, 현열(Sensible Heat)과 붕괴열 제거는 증기방출계통, 복수기 증기우회계통, 비상노심냉각계통 및 보조급수계통에 의해 이루어진다. 교류전원 상실은 터빈 제어밸브의 급속 잠김으로 인한 즉각적인 부하 감발, 응축수 및 급수펌프의 기"
2차 계통에 의한 열제거 감소사건 (Part 4),"능 상실, 복수기 진공상실에 따른 원자로 격리 등의 영향을 미치며, 원자로냉각재계통이 격리되면서 원자로냉각재의 압력과 온도가 증가한다.  정상 급수유량 상실 정상 급수유량의 상실은 급수펌프의 고장, 밸브 오동작 또는 소외전원 상실에 의해 발생할 수 있으며, 이로 인하여 원자로냉각재 온도와 압력이 증가하면서 핵연료 손상을 방지하기 위해 원자로정지가 발생한다. 노심 붕괴열은 정상 급수유량 상실 후 증기방출계통, 복수기 증기우회계통, 보조급수계통을 사용하여 제거할 수 있다.  참고문헌   ↑ 김효정, “원자력 안전해석”, 정기획출판사. pp.842, 2016. 6   ↑ 김효정, “원자력 안전해석”, 정기획출판사. pp.842, 2016. 6     이 자료의 최초 작성 : 김 효정(GINIS) kimhhoj@gmail.com,  등록 : 박 찬오(SNEPC) copark5379@snu.ac.kr"
2차 계통에 의한 열제거 증가사건,"▼  예상운전과도와 안전요건   2차 계통에 의한 열제거 감소사건    2차 계통에 의한 열제거 증가사건    반응도와 출력분포 이상사건    원자로냉각재 유량 감소사건    원자로냉각재 재고량 감소사건    원자로냉각재 재고량 증가사건      개요 원자력발전소에서 발생할 수 있는 초기사건에는 기능적 사건분류에 따라 다양한 사건유형들이 있다. 기능적(유형별) 사건분류는 발전소의 기본안전기능을 저해하는 주원인에 따른 유형별 분류로서, 같은 유형의 사건들은 기본안전기능을 저해하는 요인이 동일하므로 같은 유형의 모든 사건들을 해석하지 않고 가장 심각한 영향을 미치는 사건에 대하여 경계치해석(Bounding Analysis)을 수행할 수 있는 특징이 있다.  여기에서는 기능적(유형별) 초기사건 분류에 따른 다양한 사건유형 중에서 2차 계통에 의한 열제거 증가 사건유형의 특징과 그리고 사건 발생요인과 사례를 살펴보기로 한다.  2차 계통에 의한 열제거 증가 사건유형의 특징 증기발생기 2차 측에 의한 열제거 증가는 1차 계통의 냉각으로 인한 원자로냉각재계통의 온도와 압력의 감소를 야기하며, 이에 따른 음의 감속재 온도계수로 인한 노심 열유속(출력)의 증가로 특징지을 수 있다. 따라서 이 유형의 사건들은 노심의 열적 여유도, 특히 핵연료의 허용기준인 핵비등이탈률 측면에서 고려의 대상이 된다.  아래 그림에서 보는 바와 같이 원자력발전소의 정상운전 상태에서는 원자로에서 발생한 1차 측의 열은 증기발생기를 통하여 2차 측으로 전달되며, 열의 발생과 전달이 평형(qSG = qC)을 이루면서 원자로냉각재계통과 주증기계통은 일정한 온도와 압력 상태를 각각 유지하게 된다.     원자로의 열발생과 증기발생기의 열전달 불일치 사건[1]  그러나 예기치 않은 계통의 고장이나 운전원의 오작동에 의하여 2차 계통에 의한 열제거가 과도하게 증가하면 열의 발생과 전달이 불일치(qSG < qC)를 이루면서 원자로 노심이 온도의 감소와 함께 과냉각되며 원자로냉각재계통 압력과 가압기 수위의 감소를 야기한다.  노심에서의 감속재온도 감소는 "
2차 계통에 의한 열제거 증가사건 (Part 2),"노심 반응도 증가를 가져오고, 이에 따른 출력준위의 증가는 노심의 열적 여유도 감소를 초래하며 또한 원자로를 정지시키는 상황으로 진전하게 된다.  이러한 계획되지 않은 출력준위의 증가는 핵연료 손상이나 과도한 원자로냉각재계통의 압력 증가를 초래할 수 있다[2]. 원자로정지는 원자로의 설계와 특성에 따라 차이는 있지만 일반적으로 ‘고’ 출력, ‘저’ 핵비등이탈률, ‘저’ 가압기 압력에 의하여 발생하게 된다.  2차 계통에 의한 열제거 증가 사건 발생요인과 사례 이러한 형태의 2차 측에 의한 열제거 증가는 가압경수형 원자로의 경우 주로 급수가열기의 상실로 인한 급수 온도의 감소나 또는 급수제어밸브의 개방 증가로 인한 급수 유량의 증가를 초래하는 급수계통의 오동작, 증기 유량 증가를 초래하는 증기압 조절기의 오동작 또는 고장, 그리고 증기발생기 압력방출밸브 또는 안전밸브의 부주의한 개방 등의 요인에 의하여 발생하게 된다.  이 유형에 속하는 사건들의 사례는 아래와 같다.  예상운전과도 사건 - 급수 온도 감소(II)  - 급수 유량 증가(II) - 주증기 유량 증가(II) - 증기발생기 압력방출밸브나 안전밸브의 부주의한 개방(II) 등 설계기준사고  - 주증기관 파단(IV) 사고  여기서 괄호속의 수치는 예상되는  '발생빈도별 사건분류를 표시하고 있다.   참고문헌   ↑ 김효정, “원자력 안전해석”, 정기획출판사. pp.842, 2016. 6   ↑ IAEA, “Deterministic Safety Analysis for Nuclear Power Plants”, Safety Standards Series, Specific Safety Guide, No. SSG-2, 2009.    이 자료의 최초 작성 : 김 효정(GINIS) kimhhoj@gmail.com,  등록 : 박 찬오(SNEPC) copark5379@snu.ac.kr"
3. 원자력 성공사례 - 기술개발 및 상업화,대한민국 원자력 성공 사례집 - 기술개발 및 상업화
3. 일본 국토의 70%가 방사능으로 오염되었다는 주장,"(발언 내용) - 일본땅 70%가 방사능으로 오염되었으나 일본 정부는 방사능 오염 지도를 작성하지 않음.  (문제점)  - 사실을 왜곡하여 발언함으로써 국민들의 일본여행에 대한 공포심을 증폭시킬 소지가 있고, 일본 정부의 조치 및 노력을 부정적으로 왜곡함으로써 일본정부로부터의 외교적 항의 등의 문제를 일으킬 소지가 있음.  (사실확인) - 일본 식품위생법의 토양내 세슘(Cs-137) 농도 기준은 2500 Bq/kg이 안전기준이므로 이를 초과하는 지역은 그림 4에서 황색 및 주황색으로 표시된 후쿠시마 제1발전소 인근 지역에 국한됨. 김익중 교수는 자의적으로 오염기준을 5 Bq/kg을 적용하여 일본 국토의 70%가 오염되었다고 주장하는 것으로 추정됨.    그림 1. 일본의 토양 오염 측정 지도 (PNAS)  (기술배경)  일본의 방사능 준위는 하기 실시간 측정 사이트에서 확인 가능함[1]. 후쿠시마 사고시 방사능 피폭으로 인한 사망자는 없으며, 일본 정부는 후쿠시마 지역주민들의 건강 영향 확인을 위해 모든 소아들을 대상으로 갑상선 이상 유무를 사고 이후부터 현재까지 지속적으로 모니터링 해오고 있음. 아래 동영상은 일본 정부가 한국인들을 위해 한국어 자막을 넣어서 공식 배포한 영상임[2]. 최근의 일본측 발표자료에 의하면 후쿠시마시 (후쿠시마 제1발전소에서 약 60km 거리에 위치) 주민 방사선 피폭량은 대부분이 1 mSv임[3]    그림 2.  후쿠시마 시 주민 피폭 선량   세슘 같이 인체에 잘 흡수되는 방사성 핵종들의 공통적 특징은 물에 잘 녹기 때문에 대부분이 이미 비와 바람 등에 의해 씻겨 나갔으며, 세슘은 토양에 잘 흡착되는 성질이 있어 토양 오염의 깊이 또한 수 센티미터 두께임. 현재 일본에서는 제염작업의 일환으로 오염된 토양을 걷어내고 있으며, 후쿠시마 제1발전소 현장의 최근 사진 및 영상을 보면 작업자들이 얇은 마스크를 쓰고 작업하는 모습을 볼 수 있는데 이는 오염으로 인한 방사선 준위가 매우 낮아졌기 때문. 일본 정부에서 오염 지도를 작성하지 않는다는 것은 사실과 다름. 사고 이후로 일"
3. 일본 국토의 70%가 방사능으로 오염되었다는 주장 (Part 2),"본 연구진이 후쿠시마 인근 지역의 방사능 오염 상태를 지속적으로 모니터링하고 있음. 일례로 교토대학교에서는 2012년에 다음과 같은 심포지엄을 주최한 바 있는데[4], 전 세계의 다양한 기관 (유엔방사선영향과학위원회 - UNSCEAR, 국제원자력기구-IAEA 등)이 모니터링에 참여하고 있음.  (출처)   ↑ http://safecast.org/tilemap/?y=36.945&x=140.408&z=11&l=0&m=0  ↑ https://www.youtube.com/watch?v=tViPQo-OEkg  ↑ Kimiaki Saito 박사 자료, JAEA Fukushima Environmental Safety Center  ↑ http://www.rri.kyoto-u.ac.jp/anzen_kiban/sympo/sympo2012/Programme&abstracts2012.pdf"
"30 탈핵교재 되짚어보기 2-3편 ""우리 원전도 다른나라처럼 비싸질 거라는 주장""","[카드뉴스 30] 탈핵교재 되짚어보기 2-3편 ""우리 원전도 다른나라처럼 비싸질 거라는 주장"""
"31 탈핵교재 되짚어보기 3편 ""잘못 적용된 해외 사례와 시사점""","[카드뉴스 31] 탈핵교재 되짚어보기 3편 ""잘못 적용된 해외 사례와 시사점"""
"32 (1편) 원자력 발전소, 지진에도 안전한가요?","[카드정보 32]  원자력 발전소, 지진에도 안전한가요? (1편)"
"33 (2편) 원자력 발전소, 지진에도 안전한가요?","[카드뉴스 33]  원자력 발전소, 지진에도 안전한가요? (2편)"
"34 독일의 탈원전정책, 우리에게 적합한가요?","[카드뉴스 34]  독일의 탈원전 정책, 우리에게 적합한가요?"
35 우리생활에서 예측 가능한 탈원전 정책의 부작용들 (1편),[카드뉴스 35] 우리생활에서 예측 가능한 탈원전 정책의 부작용들 (1편)
36 우리생활에서 예측 가능한 탈원전 정책의 부작용들 (2편),[카드뉴스 36] 우리생활에서 예측 가능한 탈원전 정책의 부작용들 (2편)
"37 대만의 탈원전 반대 국민투표 의미와 신한울 3,4 건설재개 이유","[카드뉴스 37] 대만의 탈원전 반대 국민 투표 의미와 신한울 3,4호기 건설 재개 이유"
"38 갑갑한 미세먼지, 원자력이 줄일 수 있어요","[카드뉴스 38] 갑갑한 미세먼지, 원자력이 줄일 수 있어요"
39 자랑스러운 우리의 원전기술,[카드뉴스 39] 자랑스러운 우리의 원전기술
4. 원자력 성공사례 - 원전 건설 운영,대한민국 원자력 성공 사례집 - 원전 건설 및 운영
4. 일본 인구가 후쿠시마 사고 여파로 급감하였다?,"(발언 내용)  일본 후쿠시마 사고(2011년 3월) 이후 4년 동안 일본인 60만명이 평소보다 더 사망하였음.  (문제점)  고리 1호기 영구정지 기념식에서의 대통령 연설의 경우와 같이 확인되지 않은 사실에 기반하여 통계를 조작한 것으로서 일본정부로부터의 외교적 항의 등의 문제를 일으킬 소지가 있음.  (사실확인)  일본 인구는 2009년을 정점으로 감소 중이며, 이는 노령인구의 증가가 포화상태에 도달하여 노령자의 사망이 출생자수보다 많은 것이 이유임. 이 추세는 후쿠시마 사고 발생 2년 전인 2009년부터 시작된 것으로서 후쿠시마 사고와 무관함.    그림 1. 일본 총인구수 변화 추세    그림 2. 일본 출생자 및 사망자수 추이"
40 미세먼지와 방사선,[카드뉴스 40] 미세먼지와 방사선
41 생활환경 속 방사선이 궁금해요,[카드뉴스 41] 생활환경 속 방사선이 궁금해요
42 사용후핵연료 위험할 뿐일까?,[카드뉴스 42] 사용후핵연료 위험할 뿐일까?
43 원전 없이도 에너지 안보를 지킬 수 있을까요?,[카드뉴스 43] 원전 없이도 에너지 안보를 지킬 수 있을까요?
44 온실가스 감축방안으로서의 원자력과 신재생에너지,[카드뉴스 44] 온실가스 감축방안으로서의 원자력과 신재생에너지
"45 3차 에너지 기본 계획, 이대로 괜찮은가? - 1편","[카드뉴스 45] 3차 에너지 기본 계획, 이대로 괜찮은가? - 1편"
"46 3차 에너지 기본 계획, 이대로 괜찮은가? - 2편","[카드뉴스 46] 3차 에너지 기본 계획, 이대로 괜찮은가? - 2편"
47 원자력은 에너지 안보 지킴이입니다 -1편-,[카드뉴스 47] 원자력은 에너지 안보 지킴이입니다 - 1편 -
49 원자력은?,[카드뉴스 49] 원자력은?
5. 북한 핵실험은 안전하지만 우리나라 중저준위 처분장은 위험하다?,"(발언 내용)  북한 핵실험은 지하에서 실시하여 방사능이 검출되지 않는 등 안전함.  (문제점)  경주 중저준위 방사성폐기물 처분장에 대해서는 폐쇄후 침출수로 인해 동해바다가 오염된다는 주장을 하면서, 특별한 안전설비도 없이 고준위 동위원소를 밀폐, 폐기하는 수준의 핵실험장이 더 안전하다는 것은 논리적 일관성이 결여된 주장임.  (사실확인)  지하 핵실험 시에도 대량의 방사능 물질이 생성되고, 폭발로 인한 실험동 매몰 방식으로 차폐하기 때문에 지하수와 토양이 대량으로 오염됨. 핵실험 이후 대기중 유출된 제논 및 크립톤 원소를 검출하여 증거로 삼는 것은 핵실험장에서 방사능이 유출된다는 증거임. 중저준위폐기물이라 할지라도 그 대부분이 발전소 작업자들이 쓰고 버린 작업복, 장갑, 신발 등 방사선 준위가 높지 않은 것임 김익중 교수가 사실을 왜곡하고 침소봉대하고 있음."
5. 원자력 성공사례 - 해외 수출,대한민국 원자력 성공 사례집 - 해외 수출
50 수소시대를 위해서도 꼭 필요한 원자력,[카드뉴스 50] 수소시대를 위해서도 꼭 필요한 원자력
51 전력 생산 수단으로서의 원자력과 태양광,[카드뉴스 51] 전력 생산 수단으로서의 원자력과 태양광
52 원자력 기술의 다양한 활용,[카드뉴스 52] 원자력 기술의 다양한 활용
53 빌 게이츠는 왜 원자력을 지지하는가?,[카드뉴스 52] 빌 게이츠는 왜 원자력을 지지하는가?
6. 미역이 방사선방호에 효과?,nan
6. 원자력 성공사례 - 타 산업 파급,대한민국 원자력 성공 사례집 - 타 산업 파급
6. 허구적 원전 재난 영화 판도라 기술자문 주장,"(문제점)  영화 ‘판도라’는 설정과 묘사된 사고 내용에 있어서 다수의 기술적 오류로 구성된 판타지 영화이나, 대통령도 이 영화를 보고 탈원전 정책을 결심했다고 할 정도로 영향력이 있었음. 따라서 이에 대한 기술자문을 수행했다는 것은 잘못된 정보로 국가정책에 영향을 미쳤고 국민 여론을 호도했다는 것임.  (사실확인)  우리나라 원전의 대부분인 가압경수로형 원전에서는 두터운 콘크리트와 철판으로 보강된 격납건물(containment)를 채택하고 있고, 이 격납건물은 사고시 발생하는 수증기로 인한 압력 뿐 아니라, 수소폭발에 의한 충격도 견딜 수 있도록 설계되어 있어 영화에서 묘사된 것과 같은 폭발이 발생할 수 없음. 또한 격납건물 벽을 관통하는 배관 및 전선 등으로 인한 관통부 등에서 누설이 발생하여 극심한 폭발이 발생할 수가 없음. 미국 샌디아 국립연구소에서 실시한 가압경수로형 격납건물 내압시험에서는 설계 기준치의 3.6배 압력을 견뎠음[1] 그럼에도 불구하고 후쿠시마 사고 이후 피동촉매형수소재결합기(설치됨), 격납건물 여과배기계통(설치중) 등의 격납건물 건전성 강화 조치를 이행하고 있음. 영화""판도라""에 대한 보다 자세한 팩트체크는 영화 판도라를 참조  (출처)   ↑ https://www.xceed-eng.com/reactor-containment-test-and-fea/"
7. 굴업도 방사성폐기물 관리사업 추진 교훈,대한민국 원자력 성공 사례집 - 교훈
8. 원자력 성공사례 - 원자력 안전,대한민국 원자력 성공 사례집 - 원자력 안전
8차전력수급기본계획,목차  1 추진 경과  1.1 전력수급기본계획의 개요 1.2 제8차 계획 추진 경과   2 제7차 전력수급기본계획에 대한 평가  2.1 성 과 2.2 한 계   3 제8차 전력수급기본계획 수립의 기본방향  3.1 정책환경의 변화 3.2 계획수립의 기본방향   4 제8차 전력수급기본계획의 주요 내용  4.1 전력수요 전망 4.2 수요관리  4.2.1 기본방향 4.2.2 추진계획   4.3 목표수요 4.4 적정 설비예비율  4.4.1 설비예비율 : ‘30년 22% 4.4.2 적정 설비용량 : ’30년 122.6GW   4.5 발전설비 계획  4.5.1 원자력발전 4.5.2 석탄 발전 4.5.3 신재생 발전 4.5.4 LNG 발전   4.6 전력수급 전망 4.7 전원믹스 전망 4.8 경제급전과 환경급전의 조화  4.8.1 석탄-LNG 발전의 비용격차 축소 4.8.2 석탄발전 물리적 제약 4.8.3 친환경․분산형 전원의 수익성 개선   4.9 환경 개선효과  4.9.1 미세먼지 : ’30년까지 62% 감축 4.9.2 온실가스 : ’30년 BAU 3.2억톤 대비 26% 감축   4.10 발전량 및 전기요금 전망  4.10.1 발전량 전망 4.10.2 전기요금 영향   4.11 분산형전원 확대  4.11.1 분산형 전원 적용기준 4.11.2 분산형 전원 보급전망 : ‘30년 총 발전량의 18.4% (7차 대비 약 6%p↑)   4.12 전력계통 계획  4.12.1 재생에너지 확대를 위한 계통 보강 4.12.2 기존 송ㆍ변전 프로젝트의 차질없는 추진 4.12.3 동북아 수퍼그리드 연계 추진     5 향후 계획  5.1 잔여 일정 5.2 사후 관리계획   6 붙임 1 : 전력소비량 및 최대전력 전망모형 비교 7 붙임 2 : 연도별 목표수요 전망 8 붙임 3 : 연도별 전력수급 전망   추진 경과 전력수급기본계획의 개요 (수립근거) 중장기 전력수요 전망 및 이에 따른 전력설비 확충을 위해 전기사업법 제25조 및 시행령 제15조에 따라 2년 주기로 수립 ’02년 ｢제1차 전력수급기본계획｣을 시작으로 총 8차례 계획 수
8차전력수급기본계획 (Part 2),"립 (계획기간) 15년 장기계획 (8차 계획기간 : ’17～’31년) (주요내용) 직전 계획에 대한 평가, 장기 수요전망, 수요관리목표, 발전 및 송변전 설비계획, 온실가스 감축노력 등 (수립절차) 실무안 마련(워킹그룹) → 부처협의 → 정부초안 마련→ 국회 상임위 보고 → 공청회 → 전력정책심의회 제8차 계획 추진 경과 16.12월 : 계획 수립 착수 17.6월 : 제8차 전력수급기본계획 소위원회 개편 - 소위원회내 신재생, 예비율, 수요관리 등 6개 워킹그룹 신설 16.12～’17.11월 : 총괄분과, 소위원회 및 워킹그룹 검토 (총 43회) 17.7～8월 : 수요전망(초안) 및 설비계획(초안) 공개 17.9월 : 수요 재전망안, 설비예비율, 신재생 변동성 대응방안 등 공개 17.9월 : 국회 산업위 통상에너지소위 보고 ‘17.12월 : 관계부처 협의 제7차 전력수급기본계획에 대한 평가 성 과 전기사업법 개정으로 발전사업의 이행력 강화  공사 미착수시 허가취소 근거 신설, 신규 사업자 선정 시점 변경(수급 계획 수립시 → 발전사업 허가단계) 등 불확실성 감소 분산형 전원의 구체적 정의와 기준을 마련하고 보급목표(’29년 12.5%) 설정 한 계 수요전망을 둘러싼 논란 지속 <전력소비량 전망ㆍ실적치 비교(TWh)>    년도   2016년   2017년    7차 전망 vs 실적치   510 vs 497(2.5%↓)   533 vs 506(5.1%↓)   경제성 중심의 전원믹스 구성으로 환경 및 안전에 대한 고려 미흡 원전 안전에 대한 국민적 우려에도 불구, 신규원전 2기(2.8GW) 추가 → 6차 계획(’27년 22.7%) 대비 원전비중은 확대(‘29년 23.4%) 선진국 추세와 달리 7차 계획의 신재생 발전량 목표는 6차 계획보다 감소 - 6차(‘27년) 90.1TWh (발전량 비중 12.6%) → 7차(’29년) 83.1TWh (발전량 비중 11.7%) ➡ 원전·석탄 중심의 과거 전력수급기본계획상 설비계획이 에너지전환정책을 제약하여    '22년 이후에나 전환효과가 구체화될 전망  전력수급계획 "
8차전력수급기본계획 (Part 3),"수립 과정에서 환경ㆍ시민단체, 에너지업계 등 다양한 이해관계자와의 소통이 부족했다는 평가 제8차 전력수급기본계획 수립의 기본방향 정책환경의 변화 전기사업법 개정으로 ‘환경’과 ‘국민안전’에 대한 고려 의무화 (‘17.3월) 미세먼지 대책으로 국내 배출량의 30% 이상 감축 약속 (‘17.9월) - 노후석탄 조기 폐지, 석탄발전의 LNG 전환 추진 등 신정부 에너지정책의 기본방향인 에너지전환로드맵 확정 (‘17.10월) - 원전의 단계적 감축, 재생에너지를 ‘30년 발전량의 20%까지 확대 계획수립의 기본방향 수요전망  합리적인 수요전망으로 예측오차 최소화 4차 산업혁명이 전력수요에 미치는 영향 반영 수요관리  수요관리의 이행력 제고를 위한 수단 확충 설비예비율  수급안정을 위해 적정 설비예비율 확보 신재생 확대 등 전원믹스의 변화 양상을 반영 설비계획  경제성을 확보하면서 안전하고 깨끗한 전원믹스 구성 - 원전․석탄 단계적 감축, 재생ㆍLNG 비중 확대 - 경제급전과 환경급전의 조화방안 강구 분산형 전원의 지속적 확대 전원믹스를 뒷받침하는 전력계통 건설‧운영 - 재생에너지 확대에 필요한 인프라 선제적 보강 제8차 전력수급기본계획의 주요 내용 전력수요 전망 수요전망 모형  7차 계획에서 이용했던 전력패널모형 사용 - 총에너지패널모형, 구조변화모형, 시계열모형, 미시모형 등 4개 보조모형 추가 활용     전망 전제  경제성장률(GDP) 전망 : KDI 최신전망 사용  - 17.8.29일 발표한 중기재정전망 반영 (’17～‘21년 매년 3.0%, ’31년까지 연평균 2.4% 성장)  전력가격 : 총괄원가 기반 전망치(’17.4월) 반영 인 구 : 통계청의 장래인구추계(’16.12월) 반영 기 온 : 기상청의 장기 기후변화 시나리오(‘11년) 적용  전망 결과  '30년 기준수요 : 113.4GW (7차 계획 대비 △13%, 16.4GW↓) - 연평균 증가율은 2.1%로 7차 계획 대비 1% 감소    수요관리 기본방향 공급위주의 전력수급정책을 수요관리 중심으로 전환하기 위해 실효성 있는 수요관리 수단 확보"
8차전력수급기본계획 (Part 4),"  - 제3차 에너지 기본계획 및 제6차 에너지이용합리화 기본계획 수립(‘18) 추진계획 기존 수요관리 대책의 내실화  (에너지효율 향상) 주요 산업기기에 대해 최저 소비효율제를 확대 적용하여 효율기준 미달제품의 생산 및 판매 원천 금지 - 현재 변압기와 3상유도전동기에 적용중, 압축기·냉동기 확대적용 검토 (‘19년 시행목표로 연구용역 및 업계의견 수렴 중) - 효율기기 교체 및 보급 지원사업(5개)에 4개 품목(변압기, 터보블로어 등)을 추가 지원하여 1.2GW 감축 (에너지관리시스템, EMS) 에너지 다소비 건물·공장을 대상으로 집중 보급  - (공장) 스마트공장(’22년, 2만개) 확대를 통해 1.2GW 절감 - (빌딩) BEMS(빌딩에너지관리시스템)와 ESS 결합으로 2.2GW 절감 - (가정) AMI 보급(’20년, 전체 가구)을 기반으로 '30년 총 0.04GW 절감  신규 수요관리 방안 도입  (자가용 태양광) 신재생 에너지 보급지원사업 및 태양광 대여사업 확대, 소규모 전력중개사업제도 신설(전기사업법 개정)   -’30년 증가분 2.5GW에 피크기여도 13%를 반영, 0.32GW 산정 (수요자원(DR) 시장) 수요자원 시장을 ‘국민 DR시장*’으로 확대·개편하여 유효물량 3.8GW 확보 -공장 중심의 수요자원 시장을 상가·주택·빌딩 등 국민 모두가 참여하도록 개편 - ’30년 DR용량 5.7GW에 피크기여도 70% 반영 (수요관리 이행 제도 강화) 에너지공급자 효율향상 의무화제도(EERS)*, 에너지절약 우수사업장 인증제도(Energy Champion) 도입 - 에너지 공급자가 고효율기기 보급 등을 통해 판매전력의 일정비율 만큼 절감량을 실현하도록 의무화하는 제도 (ICT 기술 활용) 전력 빅데이터 활용 수요관리 서비스 확산, 공공기관 ESS 설치 의무화(’17.1월～) 등  전기요금 체계 개편   ’16년말 누진제 개편 효과는 일시적인 것으로 판단, 미반영 산업용 요금을 경부하 요금 중심으로 차등조정(전체 요금수준은 최대한 유지)하여 산업용 전력소비 효율화 유도(‘18) - 경부하 시"
